customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7404-MKGC,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,110.01,6815.83,Yes
9033-IYEK,Female,0,No,No,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.07,1028.1,No
7038-HVXZ,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.09,6050.13,No
6831-YUME,Male,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.37,2134.44,No
5748-KESG,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,66.04,866.15,Yes
2847-SCWQ,Female,0,Yes,Yes,46,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.41,2500.41,No
5758-YUME,Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.36,4531.9,No
6929-RZPF,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.59,2286.69,No
8909-NNNN,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.1,492.22,Yes
4970-WOYI,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.77,1478.92,No
9669-WOYI,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.94,5619.17,No
3096-DJVH,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.92,2281.82,No
1920-DJVH,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.7,4253.59,No
1913-CGOW,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.18,3305.27,No
9788-XRFT,Male,1,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,49.02,3089.47,No
2706-IYEK,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.15,3174.16,Yes
8221-XRFT,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.12,4050.66,No
6722-DJVH,Female,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.76,2211.07,Yes
9567-JBLV,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.97,1142.05,Yes
8449-FPJD,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.71,3561.88,No
6208-FPJD,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.85,6468.4,No
7197-UIKM,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.61,2591.66,Yes
1365-WOYI,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),106.22,7430.44,Yes
3068-BDHL,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),87.1,6266.23,No
1725-WOYI,Female,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.14,5221.9,No
4636-XRFT,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,93.66,5530.3,Yes
1226-JBLV,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.5,1456.06,No
8710-YUME,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.21,3301.17,No
3803-AAAA,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.83,5705.76,Yes
2894-CGOW,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.81,501.18,No
2478-JBLV,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.29,3486.66,No
7610-TFDB,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.55,1270.91,Yes
7897-HVXZ,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,84.84,340.98,Yes
2881-MKGC,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,111.15,3786.8,No
3551-EMCS,Male,0,No,No,59,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,75.3,4444.1,Yes
5780-EMCS,Female,1,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.16,4224.6,Yes
1821-KESG,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,91.63,262.3,Yes
7049-PTBJ,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.77,1794.45,Yes
9017-GSQO,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.67,7086.84,Yes
4871-UIKM,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.88,2722.52,No
5433-FPJD,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.65,40.85,Yes
5882-EMCS,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,103.45,1451.54,No
4890-JBLV,Female,0,No,Yes,22,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.45,1992.89,Yes
8192-MKGC,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.07,4245.18,No
8138-AAAA,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.94,2956.48,No
6988-ZXTP,Male,1,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,6770.5,Yes
1009-FPJD,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,100.67,7048.83,Yes
8833-HVXZ,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.29,3551.27,Yes
9152-SCWQ,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),113.16,4413.46,No
4019-JBLV,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.8,369.8,Yes
4490-SCWQ,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.36,3901.84,No
8734-FPJD,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.13,544.33,Yes
4052-FPJD,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.32,2945.82,No
5293-HVXZ,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.49,648.73,Yes
8262-OQUY,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.32,330.08,Yes
3708-NNNN,Male,0,No,No,50,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.91,4303.51,No
6971-AAAA,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.79,383.72,No
9430-VLRX,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,5696.75,Yes
8701-EMCS,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.98,1257.56,Yes
6835-MKGC,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,79.97,5757.03,Yes
5033-DJVH,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.33,1590.42,No
3731-UIKM,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.79,1678.47,No
8244-EMCS,Female,1,Yes,No,62,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.92,5761.77,Yes
9671-SCWQ,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),105.23,1770.96,Yes
9151-HVXZ,Female,1,No,Yes,15,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.59,1377.24,Yes
4861-AAAA,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.95,589.96,No
8557-YUME,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.1,3518.05,Yes
1446-WOYI,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,104.21,7078.69,No
2906-QWIU,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.27,3301.51,No
5223-RZPF,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.91,3349.44,Yes
5758-LHZR,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.4,1579.04,Yes
4675-DJVH,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.44,4036.27,No
4162-FPJD,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.5,434.69,Yes
6978-UIKM,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.17,2036.24,Yes
5559-UIKM,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.46,408.76,No
3443-YUME,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.13,4734.25,Yes
8579-AAAA,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.74,584.35,Yes
2588-WOYI,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,104.63,1462.24,Yes
5196-LHZR,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.58,519.19,No
7120-EMCS,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.9,1015.45,Yes
1649-YUME,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.07,4192.24,Yes
4835-TFDB,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.96,3363.51,No
6738-RZPF,Male,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.51,1149.59,Yes
2410-TFDB,Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),83.53,3518.72,No
5917-PTBJ,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.72,2914.92,No
8394-GSQO,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.43,5419.12,No
4197-RZPF,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.1,0.0,Yes
6737-GSQO,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.31,4171.47,Yes
7588-PTBJ,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.77,4275.19,No
2258-BDHL,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.8,787.6,Yes
4926-IYEK,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.46,3244.67,No
5709-RZPF,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.73,280.85,Yes
6413-YUME,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.05,6329.05,No
5107-XRFT,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),101.82,2749.08,No
3681-PTBJ,Male,1,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,136.6,No
5961-FPJD,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,109.24,4468.91,Yes
5699-IYEK,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),71.88,4677.14,Yes
3035-YUME,Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.23,8040.83,Yes
4812-SCWQ,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,99.29,3082.06,Yes
5728-PTBJ,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.27,2191.85,No
3800-QWIU,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.09,1626.52,No
4885-JBLV,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),74.28,441.03,Yes
4020-UIKM,Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.44,4363.8,No
6468-GSQO,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,90.14,1534.77,Yes
7528-RZPF,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.97,1355.7,No
6887-ZXTP,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.14,1202.19,No
8218-BDHL,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,93.8,4409.7,Yes
9047-EMCS,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.75,3088.91,No
3878-OQUY,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,87.17,2181.57,No
6827-BDHL,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,110.94,3772.49,Yes
2990-YUME,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,104.58,5544.99,Yes
7144-PTBJ,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.16,5289.75,Yes
5236-FPJD,Female,0,No,No,30,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.53,2508.82,Yes
5650-OQUY,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.62,379.43,Yes
8739-LHZR,Female,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.21,902.67,Yes
4056-OQUY,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),118.75,8316.09,No
2895-KESG,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.16,45.07,No
6555-UIKM,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.15,129.57,Yes
1317-YUME,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.56,1115.4,No
2366-LHZR,Female,1,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,84.63,4224.1,No
6661-VLRX,Female,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.75,588.85,Yes
9103-BDHL,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,112.86,6539.4,Yes
7091-YUME,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,101.22,101.81,Yes
9315-JBLV,Male,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,1241.06,No
8768-VLRX,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,98.25,2460.25,Yes
2779-TFDB,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.87,2823.56,No
2269-ZXTP,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),114.53,3318.54,No
5117-RZPF,Male,1,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,102.67,4211.39,Yes
1995-IYEK,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.2,4035.77,Yes
6114-JBLV,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.83,1076.33,Yes
1404-HVXZ,Female,0,No,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,76.68,232.13,Yes
4775-FPJD,Female,0,No,No,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,89.55,5288.59,Yes
6141-BDHL,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.62,693.16,Yes
6188-VLRX,Male,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,76.29,5411.39,Yes
8408-OQUY,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.13,5647.93,Yes
9207-KESG,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.2,992.53,Yes
1382-HVXZ,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.28,5905.34,Yes
6628-LHZR,Female,0,No,No,26,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,74.33,1932.48,Yes
7845-UIKM,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.83,4128.99,No
6184-XRFT,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.54,3353.49,Yes
2001-BDHL,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),86.02,5418.16,No
7544-VLRX,Male,1,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.59,5276.25,No
5322-RZPF,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.41,380.71,Yes
4908-ZXTP,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),81.72,5229.51,No
8989-DJVH,Female,1,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.36,1671.73,Yes
5232-SCWQ,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.81,1717.19,Yes
8395-XRFT,Female,1,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),97.5,2341.94,Yes
7638-HVXZ,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45.12,2211.37,No
2504-GSQO,Male,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,114.26,5035.01,No
1689-VLRX,Female,1,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.19,357.98,Yes
7986-QWIU,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.92,167.9,Yes
2342-OQUY,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,118.75,593.43,Yes
4489-UIKM,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,81.82,1225.21,No
5335-MKGC,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,113.7,452.26,Yes
7940-DJVH,Female,1,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,94.27,6412.15,Yes
4028-AAAA,Male,0,No,No,30,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.11,1767.83,No
7732-HVXZ,Female,0,No,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,44.05,1949.52,Yes
1596-PTBJ,Female,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,809.04,No
4321-UIKM,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.16,727.48,No
1990-PTBJ,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.84,4943.69,Yes
9841-MKGC,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.65,6529.93,Yes
9167-HVXZ,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,83.4,2163.3,No
8519-IYEK,Male,1,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.02,1973.22,No
5869-JBLV,Female,1,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.11,40.27,Yes
5354-JBLV,Male,0,No,No,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.48,4209.83,Yes
5911-MKGC,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.28,3703.79,No
2300-IYEK,Male,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,81.86,1888.54,Yes
5071-IYEK,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.11,3556.35,Yes
6854-GSQO,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,92.43,4624.29,No
4759-WOYI,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.16,4473.18,No
3073-OQUY,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49.72,1204.31,No
